country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
England,OWID_ENG,2020-12-18,,,,,74179.0,,,,1318.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-19,,,,,74179.0,,,,1318.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-20,574829.0,574829.0,,,74179.0,1.02,1.02,,1318.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-21,,,,,69047.0,,,,1227.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-22,,,,,63916.0,,,,1136.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-23,,,,,58784.0,,,,1044.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-24,,,,,53653.0,,,,953.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-25,,,,,48521.0,,,,862.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-26,,,,,43390.0,,,,771.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-27,842638.0,842638.0,,,38258.0,1.5,1.5,,680.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-28,,,,,39950.0,,,,710.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-29,,,,,41642.0,,,,740.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-30,,,,,43333.0,,,,770.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2020-12-31,,,,,45025.0,,,,800.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-01,,,,,46716.0,,,,830.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-02,,,,,48408.0,,,,860.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-03,1193335.0,1172675.0,20660.0,,50100.0,2.12,2.08,0.04,890.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-04,,,,,66217.0,,,,1176.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-05,,,,,82334.0,,,,1463.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-06,,,,,98451.0,,,,1749.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-07,,,,,114567.0,,,,2035.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-08,,,,,130684.0,,,,2322.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-09,,,,,146801.0,,,,2608.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-10,2333764.0,1959151.0,374613.0,,162918.0,4.15,3.48,0.67,2894.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-11,2474205.0,2080280.0,393925.0,140441.0,159707.0,4.4,3.7,0.7,2837.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-12,2661850.0,2254556.0,407294.0,187645.0,163240.0,4.73,4.01,0.72,2900.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-13,2910027.0,2494371.0,415656.0,248177.0,175420.0,5.17,4.43,0.74,3117.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-14,3189674.0,2769164.0,420510.0,279647.0,192095.0,5.67,4.92,0.75,3413.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-15,3514385.0,3090058.0,424327.0,324711.0,215208.0,6.24,5.49,0.75,3823.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-16,3791594.0,3365492.0,426102.0,277209.0,231535.0,6.74,5.98,0.76,4113.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-17,3947442.0,3520056.0,427386.0,155848.0,230525.0,7.01,6.25,0.76,4096.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-18,4118342.0,3687206.0,431136.0,170900.0,234877.0,7.32,6.55,0.77,4173.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-19,4419704.0,3985579.0,434125.0,301362.0,251122.0,7.85,7.08,0.77,4461.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-20,4740578.0,4303730.0,436848.0,320874.0,261507.0,8.42,7.65,0.78,4646.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-21,5100475.0,4661293.0,439182.0,359897.0,272972.0,9.06,8.28,0.78,4850.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-22,5526071.0,5085771.0,440300.0,425596.0,287384.0,9.82,9.04,0.78,5106.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-23,5970175.0,5529101.0,441074.0,444104.0,311226.0,10.61,9.82,0.78,5529.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-24,6169377.0,5727693.0,441684.0,199202.0,317419.0,10.96,10.18,0.78,5639.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-25,6405554.0,5962544.0,443010.0,236177.0,326745.0,11.38,10.59,0.79,5805.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-26,6665861.0,6221850.0,444011.0,260307.0,320880.0,11.84,11.05,0.79,5701.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-27,6918853.0,6473752.0,445101.0,252992.0,311182.0,12.29,11.5,0.79,5528.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-28,7263317.0,6816945.0,446372.0,344464.0,308977.0,12.9,12.11,0.79,5489.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-29,7701203.0,7253305.0,447898.0,437886.0,310733.0,13.68,12.89,0.8,5521.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-30,8251146.0,7792996.0,458150.0,549943.0,325853.0,14.66,13.85,0.81,5789.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-01-31,8543262.0,8082355.0,460907.0,292116.0,339126.0,15.18,14.36,0.82,6025.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-01,8825371.0,8362868.0,462503.0,282109.0,345688.0,15.68,14.86,0.82,6142.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-02,9126930.0,8663041.0,463889.0,301559.0,351581.0,16.21,15.39,0.82,6246.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-03,9508006.0,9041835.0,466171.0,381076.0,369879.0,16.89,16.06,0.83,6571.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-04,9899043.0,9430261.0,468782.0,391037.0,376532.0,17.59,16.75,0.83,6690.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-05,10302620.0,9831897.0,470723.0,403577.0,371631.0,18.3,17.47,0.84,6602.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-06,10761539.0,10290215.0,471324.0,458919.0,358628.0,19.12,18.28,0.84,6371.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-07,10991365.0,10519729.0,471636.0,229826.0,349729.0,19.53,18.69,0.84,6213.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-08,11245053.0,10771998.0,473055.0,253688.0,345669.0,19.98,19.14,0.84,6141.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-09,11558880.0,11083652.0,475228.0,313827.0,347421.0,20.54,19.69,0.84,6172.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-10,11901827.0,11422507.0,479320.0,342947.0,341974.0,21.14,20.29,0.85,6076.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-11,12293207.0,11809241.0,483966.0,391380.0,342023.0,21.84,20.98,0.86,6076.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-12,12733865.0,12246166.0,487699.0,440658.0,347321.0,22.62,21.76,0.87,6171.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-13,13165548.0,12675663.0,489885.0,431683.0,343430.0,23.39,22.52,0.87,6101.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-14,13353631.0,12862909.0,490722.0,188083.0,337467.0,23.72,22.85,0.87,5995.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-15,13575245.0,13082669.0,492576.0,221614.0,332885.0,24.12,23.24,0.88,5914.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-16,13891042.0,13395338.0,495704.0,315797.0,333166.0,24.68,23.8,0.88,5919.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-17,14318115.0,13817914.0,500201.0,427073.0,345184.0,25.44,24.55,0.89,6133.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-18,14718938.0,14214176.0,504762.0,400823.0,346533.0,26.15,25.25,0.9,6157.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-19,15046635.0,14537978.0,508657.0,327697.0,330396.0,26.73,25.83,0.9,5870.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-20,15355176.0,14844087.0,511089.0,308541.0,312804.0,27.28,26.37,0.91,5557.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-21,15471509.0,14958074.0,513435.0,116333.0,302554.0,27.49,26.57,0.91,5375.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-22,15631937.0,15113158.0,518779.0,160428.0,293813.0,27.77,26.85,0.92,5220.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-23,15926415.0,15398055.0,528360.0,294478.0,290768.0,28.3,27.36,0.94,5166.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-24,16337561.0,15794992.0,542569.0,411146.0,288492.0,29.03,28.06,0.96,5125.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-25,16785841.0,16227104.0,558737.0,448280.0,295272.0,29.82,28.83,0.99,5246.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-26,17254844.0,16679881.0,574963.0,469003.0,315458.0,30.66,29.63,1.02,5604.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-27,17641792.0,17051245.0,590547.0,386948.0,326659.0,31.34,30.29,1.05,5803.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-02-28,17812739.0,17212804.0,599935.0,170947.0,334461.0,31.65,30.58,1.07,5942.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-01,17985951.0,17373384.0,612567.0,173212.0,336288.0,31.95,30.87,1.09,5975.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-02,18194919.0,17554700.0,640219.0,208968.0,324072.0,32.33,31.19,1.14,5757.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-03,18469922.0,17785702.0,684220.0,275003.0,304623.0,32.81,31.6,1.22,5412.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-04,18835355.0,18106090.0,729265.0,365433.0,292788.0,33.46,32.17,1.3,5202.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-05,19258271.0,18491771.0,766500.0,422916.0,286204.0,34.21,32.85,1.36,5085.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-06,19663577.0,18875389.0,788188.0,405306.0,288826.0,34.93,33.53,1.4,5131.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-07,19812818.0,19015497.0,797321.0,149241.0,285726.0,35.2,33.78,1.42,5076.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-08,20020354.0,19199233.0,821121.0,207536.0,290629.0,35.57,34.11,1.46,5163.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-09,20248632.0,19380360.0,868272.0,228278.0,293388.0,35.97,34.43,1.54,5212.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-10,20526312.0,19587080.0,939232.0,277680.0,293770.0,36.47,34.8,1.67,5219.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-11,20807385.0,19798473.0,1008912.0,281073.0,281719.0,36.97,35.17,1.79,5005.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-12,21187615.0,20111189.0,1076426.0,380230.0,275621.0,37.64,35.73,1.91,4897.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-13,21683887.0,20568821.0,1115066.0,496272.0,288616.0,38.52,36.54,1.98,5128.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-14,21921282.0,20791838.0,1129444.0,237395.0,301209.0,38.95,36.94,2.01,5351.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-15,22284040.0,21122514.0,1161526.0,362758.0,323384.0,39.59,37.53,2.06,5745.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-16,22717791.0,21493356.0,1224435.0,433751.0,352737.0,40.36,38.19,2.18,6267.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-17,23201466.0,21886125.0,1315341.0,483675.0,382165.0,41.22,38.88,2.34,6790.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-18,23757540.0,22337590.0,1419950.0,556074.0,421451.0,42.21,39.69,2.52,7488.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-19,24393759.0,22873079.0,1520680.0,636219.0,458021.0,43.34,40.64,2.7,8137.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-20,25150632.0,23559503.0,1591129.0,756873.0,495249.0,44.68,41.86,2.83,8799.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-21,25476409.0,23854862.0,1621547.0,325777.0,507875.0,45.26,42.38,2.88,9023.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-22,25823406.0,24137423.0,1685983.0,346997.0,505624.0,45.88,42.88,3.0,8983.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-23,26226604.0,24406074.0,1820530.0,403198.0,501259.0,46.59,43.36,3.23,8905.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-24,26710498.0,24681955.0,2028543.0,483894.0,501290.0,47.45,43.85,3.6,8906.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-25,27166754.0,24940005.0,2226749.0,456256.0,487031.0,48.26,44.31,3.96,8653.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-26,27761724.0,25284013.0,2477711.0,594970.0,481138.0,49.32,44.92,4.4,8548.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,OWID_ENG,2021-03-27,28330452.0,25651406.0,2679046.0,568728.0,454260.0,50.33,45.57,4.76,8070.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Equatorial Guinea,GNQ,2021-03-16,6565.0,5765.0,800.0,,,0.47,0.41,0.06,,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-17,,,,,508.0,,,,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-18,,,,,508.0,,,,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-19,,,,,508.0,,,,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-20,,,,,508.0,,,,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-21,,,,,508.0,,,,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-22,,,,,508.0,,,,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-23,,,,,508.0,,,,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-24,,,,,508.0,,,,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-25,,,,,508.0,,,,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-26,,,,,508.0,,,,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Equatorial Guinea,GNQ,2021-03-27,12155.0,9748.0,2407.0,,508.0,0.87,0.69,0.17,362.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Estonia,EST,2020-12-28,207.0,,,,,0.02,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-marts-oopaevaga-lisandus-892-positiivset-testi
Estonia,EST,2020-12-29,516.0,,,309.0,309.0,0.04,,,233.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-marts-oopaevaga-lisandus-892-positiivset-testi
Estonia,EST,2020-12-30,884.0,,,368.0,338.0,0.07,,,255.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-marts-oopaevaga-lisandus-892-positiivset-testi
Estonia,EST,2020-12-31,1907.0,,,1023.0,567.0,0.14,,,427.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-marts-oopaevaga-lisandus-892-positiivset-testi
Estonia,EST,2021-01-01,2487.0,,,580.0,570.0,0.19,,,430.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-marts-oopaevaga-lisandus-892-positiivset-testi
Estonia,EST,2021-01-02,,,,,459.0,,,,346.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-marts-oopaevaga-lisandus-892-positiivset-testi
Estonia,EST,2021-01-03,2517.0,,,,385.0,0.19,,,290.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-marts-oopaevaga-lisandus-892-positiivset-testi
Estonia,EST,2021-01-04,2535.0,,,18.0,333.0,0.19,,,251.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-marts-oopaevaga-lisandus-892-positiivset-testi
Estonia,EST,2021-01-05,3188.0,,,653.0,382.0,0.24,,,288.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-marts-oopaevaga-lisandus-892-positiivset-testi
Estonia,EST,2021-01-06,5009.0,,,1821.0,589.0,0.38,,,444.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-marts-oopaevaga-lisandus-892-positiivset-testi
